Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C46516,ODYSSEY,$615 ,$46 ,"$1,002 ",$315 ,$432 ,23,46,11,126,9,Others,3,4,18-24,1,1,5,15,0.6,4,primary,3,,,,11,8,,
C46517,COSMOS,$10 ,$24 ,$25 ,$135 ,$133 ,0,3,0,25,7,Others,3,4,55+,0,1,4,20,0.1,2,primary,,,,6,14,8,,
C46518,ODYSSEY,$915 ,$31 ,$195 ,$243 ,$674 ,22,18,5,149,8,Others,3,1,35-45,1,0,3,6,0.8,3,primary,1,2,,1,13,9,,
C46519,ODYSSEY,$10 ,$32 ,$405 ,$201 ,$278 ,0,17,8,69,7,Others,3,1,45-55,1,1,1,19,0.9,2,primary,,,,,8,8,,
C46520,EBONY,$10 ,$20 ,$63 ,$40 ,$115 ,0,5,1,9,0,Others,3,1,25-35,0,1,0,12,0.7,4,MBA,,,,4,8,4,,
C46521,EBONY,$10 ,$15 ,$40 ,$40 ,$101 ,0,0,1,9,0,Others,3,2,45-55,1,1,3,25,1,4,MBA,,,,1,3,2,,
C46522,ODYSSEY,$72 ,$64 ,$67 ,$71 ,$310 ,1,24,1,46,2,Others,3,5,35-45,1,0,0,10,0.9,4,MBA,1,,,1,7,5,,
C46523,COSMOS,$10 ,$17 ,$25 ,$76 ,$159 ,0,5,0,25,1,Others,3,2,45-55,0,1,4,5,0.6,3,primary,,,,3,6,3,,
C46524,TOKUGAWA,$189 ,$37 ,$65 ,$96 ,$258 ,6,32,2,69,1,Others,3,5,55+,1,1,4,18,0.4,4,primary,1,,,,1,,,
C46525,CENTAUR,$50 ,$20 ,$30 ,$271 ,$318 ,1,36,2,175,29,Others,3,4,35-45,0,0,4,35,0.7,4,primary,,,,,,,,
C46526,COSMOS,$24 ,$20 ,$25 ,$129 ,$521 ,1,13,0,137,3,Others,3,2,18-24,0,0,0,43,0.1,3,primary,,,,7,12,5,,
C46527,COSMOS,$10 ,$15 ,$42 ,$40 ,$126 ,0,0,1,10,0,Others,3,2,45-55,1,1,5,11,0.2,4,primary,,,,1,5,4,,
C46528,CENTAUR,$552 ,$104 ,$583 ,$40 ,$519 ,6,61,17,183,0,Others,3,4,35-45,0,1,1,27,0.6,3,primary,,,,,1,1,,
C46529,COSMOS,$10 ,$15 ,$25 ,$55 ,$156 ,0,1,0,23,1,Others,3,3,25-35,1,0,2,45,0.6,4,primary,1,,,6,13,6,,
C46530,CENTAUR,$207 ,$26 ,$56 ,$40 ,$140 ,9,49,6,67,0,Others,3,3,55+,0,1,1,47,0.5,3,MBA,,,,,,,,
C46531,COSMOS,$10 ,$17 ,$25 ,$70 ,$153 ,0,10,0,38,5,Others,3,2,45-55,1,1,3,34,0.5,2,primary,,,,1,3,2,,
C46532,COSMOS,$10 ,$19 ,$141 ,$352 ,$372 ,0,12,1,161,20,Others,3,5,25-35,1,1,1,43,0.7,4,primary,,,,6,10,4,,
C46533,CENTAUR,$160 ,$25 ,$25 ,$98 ,$180 ,4,13,0,13,2,Others,3,4,25-35,1,1,4,36,0.9,5,primary,,,,,,,,
C46534,TOKUGAWA,$83 ,$17 ,$25 ,$40 ,$228 ,5,4,0,26,0,Others,3,4,25-35,1,1,1,48,0.8,5,primary,2,,,1,3,,,
C46535,TOKUGAWA,$379 ,$88 ,$388 ,$177 ,$258 ,10,117,6,71,4,Others,3,2,18-24,1,0,2,38,0.6,1,primary,,,,,1,1,,
C46536,CENTAUR,$148 ,$15 ,$25 ,$369 ,$279 ,3,1,0,55,15,Others,3,3,18-24,1,1,4,9,0.1,4,MBA,,,,,,,,
C46537,COSMOS,$10 ,$15 ,$39 ,$40 ,$111 ,0,0,1,5,0,Others,3,5,35-45,0,0,1,50,0.4,5,primary,,,,2,4,2,,
C46538,ODYSSEY,$50 ,$18 ,$25 ,$187 ,$152 ,1,1,0,18,6,Others,3,1,18-24,1,0,1,39,0.8,2,primary,,,,,8,8,,
C46539,TOKUGAWA,$531 ,$56 ,$349 ,$135 ,$179 ,28,52,14,29,3,Others,3,3,55+,1,1,3,17,0.7,4,primary,4,,1,1,6,,,
C46540,COSMOS,$754 ,$16 ,$180 ,$40 ,$111 ,17,11,16,23,0,Others,3,4,18-24,1,0,0,28,0.4,3,primary,,,,1,3,2,,
C46541,CENTAUR,$175 ,$37 ,$80 ,$40 ,$634 ,2,68,3,299,0,Others,3,2,45-55,0,0,3,50,1,1,primary,3,,,,3,,,
C46542,CENTAUR,"$4,640 ",$182 ,$923 ,$346 ,"$1,687 ",64,127,40,571,9,Others,3,2,45-55,1,1,2,11,0.3,5,MBA,2,,,,2,,,
C46543,ODYSSEY,$10 ,$24 ,$41 ,$58 ,$213 ,0,10,1,30,1,Others,3,5,25-35,1,1,2,3,0.6,3,primary,1,,,,11,10,,
C46544,CENTAUR,$210 ,$75 ,$357 ,$128 ,$401 ,7,52,6,141,7,Others,3,1,25-35,1,0,3,9,0.6,3,primary,6,,,,6,,,
C46545,ODYSSEY,$251 ,$46 ,$314 ,$107 ,$279 ,3,31,14,56,5,Others,3,3,45-55,0,1,0,41,0.7,2,MBA,7,,,,28,21,,
C46546,CENTAUR,$419 ,$25 ,$60 ,$123 ,$377 ,10,20,3,174,4,Others,3,3,45-55,0,0,3,2,0.4,1,primary,2,,,,2,,,
C46547,COSMOS,$10 ,$75 ,$40 ,$690 ,$768 ,0,234,3,289,36,Others,3,2,35-45,1,0,0,11,0.6,3,primary,,,,3,6,3,,
C46548,ODYSSEY,$124 ,$19 ,$25 ,$143 ,$268 ,6,3,0,69,9,Others,3,3,45-55,0,1,1,48,0.7,3,primary,,,,2,10,8,,
C46549,CENTAUR,$80 ,$21 ,$213 ,$126 ,$233 ,3,7,26,69,6,Others,3,2,18-24,1,0,2,21,0.3,2,primary,6,,,,6,,,
C46550,CENTAUR,$233 ,$17 ,$30 ,$50 ,$268 ,5,2,1,67,1,Others,3,4,45-55,1,1,4,25,0.2,2,primary,,,,,,,,
C46551,EBONY,$10 ,$15 ,$25 ,$40 ,$119 ,0,0,0,6,0,Others,3,4,18-24,0,1,1,27,0.8,5,primary,,,,1,3,2,,
C46552,COSMOS,$10 ,$15 ,$25 ,$40 ,$101 ,0,0,0,1,0,Others,3,1,18-24,0,0,5,40,0.9,3,primary,1,,,5,10,4,,
C46553,EBONY,$107 ,$22 ,$42 ,$59 ,$233 ,7,21,2,44,2,Others,3,1,35-45,1,1,2,7,0.9,4,primary,1,,,3,10,6,,
C46554,CENTAUR,$71 ,$37 ,$227 ,$40 ,"$1,465 ",2,10,4,24,0,Others,3,2,18-24,0,0,0,39,0.1,3,primary,17,,1,,18,,,
C46555,COSMOS,$618 ,$42 ,$268 ,$165 ,$236 ,12,87,17,129,15,Others,3,5,45-55,0,1,1,30,0.5,1,primary,1,,,7,11,3,,
C46556,CENTAUR,$823 ,$81 ,$306 ,$380 ,"$40,100 ",6,49,18,300,13,Others,3,5,45-55,0,0,4,25,0.9,3,primary,12,6,3,1,24,2,,
C46557,EBONY,$10 ,$20 ,$25 ,$46 ,$132 ,0,19,0,25,2,Others,3,2,35-45,1,1,2,39,0.9,4,primary,,,,2,4,2,,
C46558,CENTAUR,$137 ,$42 ,$159 ,$40 ,$134 ,10,52,9,17,0,Others,3,5,25-35,0,1,2,49,0.5,3,primary,,,,,24,24,,
C46559,COSMOS,$120 ,$29 ,$93 ,$467 ,$371 ,3,46,5,159,38,Others,3,1,25-35,1,0,4,12,0.5,2,primary,,,1,8,23,14,,
C46560,CENTAUR,$10 ,$30 ,$223 ,$151 ,$478 ,0,17,7,240,3,Others,3,5,55+,1,0,5,45,0.3,3,primary,3,,,,4,1,,
C46561,EBONY,$10 ,$17 ,$30 ,$40 ,$112 ,0,5,1,11,0,Others,3,1,18-24,1,0,3,2,0.1,3,primary,,,,5,9,4,,
C46562,CENTAUR,$10 ,$23 ,$72 ,$134 ,$408 ,0,7,3,103,5,Others,3,5,25-35,1,1,4,31,0.5,4,primary,,,,,,,,
C46563,EBONY,$10 ,$28 ,$25 ,$252 ,$170 ,0,48,0,85,10,Others,3,2,25-35,1,0,3,33,0.1,4,primary,,,,10,16,6,,
C46564,COSMOS,$360 ,$15 ,$25 ,$40 ,$108 ,4,5,0,7,0,Others,3,3,18-24,0,0,3,28,0.5,4,primary,1,,,4,7,2,,
C46565,COSMOS,$10 ,$15 ,$25 ,$40 ,$104 ,0,1,0,2,0,Others,3,4,35-45,1,0,3,47,1,2,primary,,,,,,,,
C46566,EBONY,$473 ,$52 ,$121 ,$724 ,$135 ,10,8,2,16,5,Others,3,2,45-55,0,0,5,2,0.2,4,primary,,,,4,9,5,,
C46567,ODYSSEY,$130 ,$15 ,$26 ,$40 ,$378 ,3,0,1,42,0,Others,3,1,35-45,0,0,5,39,0.4,4,primary,,,,,14,14,,
C46568,COSMOS,$10 ,$16 ,$25 ,$122 ,$128 ,0,4,0,36,12,Others,3,4,25-35,0,0,3,14,0.3,1,primary,4,2,4,25,45,10,,
C46569,COSMOS,$10 ,$30 ,$95 ,$492 ,$286 ,0,99,1,178,25,Others,3,2,45-55,0,0,4,49,0.6,3,MBA,,,,14,21,7,,
C46570,COSMOS,$10 ,$25 ,$25 ,$40 ,$294 ,0,15,0,67,0,Others,3,4,35-45,0,0,4,27,0.9,3,primary,,,,8,14,6,,
C46571,COSMOS,$10 ,$18 ,$25 ,$92 ,$189 ,0,11,0,80,7,Others,3,3,18-24,0,1,2,20,0.8,3,primary,,,,9,16,7,,
C46572,CENTAUR,$749 ,$53 ,$572 ,$774 ,$661 ,13,91,26,195,6,Others,3,5,55+,1,1,3,35,1,4,MBA,,,,,,,,
C46573,EBONY,$282 ,$34 ,$59 ,$258 ,$531 ,8,39,3,60,3,Others,3,1,45-55,0,1,5,42,0.3,1,primary,,,,7,12,5,,
C46574,ODYSSEY,$566 ,$28 ,$123 ,$275 ,$711 ,4,17,5,275,9,Others,3,1,55+,0,1,2,3,0.8,5,primary,2,,,,2,,,
C46575,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,3,35-45,1,1,0,32,0.2,1,MBA,,,,8,12,4,,
C46576,EBONY,$10 ,$15 ,$25 ,$91 ,$151 ,0,0,0,27,4,Others,3,3,35-45,0,1,1,48,0.7,5,primary,,,,3,5,2,,
C46577,CENTAUR,$88 ,$15 ,$57 ,$40 ,$134 ,3,0,1,46,0,Others,3,1,18-24,0,1,1,16,0.5,4,primary,2,,,,2,,,
C46578,COSMOS,$10 ,$17 ,$25 ,$40 ,$105 ,0,4,0,17,0,Others,3,4,45-55,0,0,2,25,0.9,5,primary,2,8,,2,28,16,,
C46579,CENTAUR,"$1,144 ",$45 ,$360 ,$40 ,"$1,270 ",23,28,15,214,0,Others,3,1,25-35,1,1,0,25,0.6,4,primary,6,,,,9,3,,
C46580,COSMOS,$10 ,$22 ,$259 ,$144 ,$234 ,0,15,18,94,3,Others,3,3,25-35,0,1,1,18,0.8,4,MBA,,,,6,12,6,,
C46581,CENTAUR,$10 ,$15 ,$25 ,$69 ,$204 ,0,0,0,46,3,Others,3,5,45-55,0,0,2,18,0.3,2,primary,20,,,1,24,3,,
C46582,EBONY,$10 ,$16 ,$91 ,$463 ,$190 ,0,3,2,46,27,Others,3,1,25-35,1,1,3,28,1,3,primary,,,,9,12,3,,
C46583,CENTAUR,$475 ,$49 ,$53 ,$40 ,$254 ,9,53,7,46,0,Others,3,5,45-55,0,1,2,38,0.2,3,MBA,1,,,7,22,14,,
C46584,CENTAUR,$58 ,$17 ,$25 ,$46 ,$158 ,1,7,0,95,3,Others,3,4,55+,0,1,1,43,0.8,3,primary,4,,,,4,,,
C46585,COSMOS,$145 ,$15 ,$25 ,$40 ,$172 ,7,0,0,26,0,Others,3,4,55+,1,1,4,45,0.4,3,primary,,,,1,3,2,,
C46586,CENTAUR,$105 ,$20 ,$49 ,$86 ,$180 ,6,4,2,22,1,Others,3,2,25-35,0,0,2,4,0.9,1,primary,25,,3,,30,,,
C46587,COSMOS,$10 ,$15 ,$25 ,$51 ,$144 ,0,0,0,31,1,Others,3,5,25-35,0,0,2,10,0.6,2,primary,,,,3,8,5,,
C46588,COSMOS,$488 ,$46 ,$213 ,$210 ,$312 ,5,177,10,94,24,Others,3,4,45-55,1,0,1,2,0.2,3,primary,1,,,5,9,3,,
C46589,CENTAUR,$56 ,$18 ,$25 ,$40 ,$171 ,1,5,0,61,0,Others,3,2,35-45,0,1,4,34,0.5,3,MBA,,,,,,,,
C46590,CENTAUR,$262 ,$50 ,$56 ,$40 ,$279 ,2,43,3,59,0,Others,3,4,35-45,0,1,3,8,0.8,4,MBA,,,,,,,,
C46591,CENTAUR,$10 ,$19 ,$35 ,$207 ,$387 ,0,8,2,83,9,Others,3,5,45-55,1,1,2,26,0.4,3,primary,4,,,,4,,,
C46592,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Others,3,5,25-35,1,1,3,3,0.1,4,primary,,,,1,4,3,,
C46593,COSMOS,$10 ,$16 ,$25 ,$40 ,$122 ,0,15,0,72,0,Others,3,2,55+,0,1,4,4,0.6,4,MBA,,,,5,8,3,,
C46594,ODYSSEY,$61 ,$22 ,$202 ,$119 ,$232 ,3,14,2,77,6,Others,3,1,25-35,1,0,1,23,1,2,MBA,,,,,8,8,,
C46595,CENTAUR,$301 ,$15 ,$492 ,$40 ,$120 ,2,0,7,13,0,Others,3,4,35-45,1,1,1,18,1,2,primary,,,,1,1,,,
C46596,COSMOS,$10 ,$15 ,$25 ,$40 ,$172 ,0,1,0,34,0,Others,3,4,25-35,0,1,3,11,0.2,1,primary,,,,2,7,5,,
C46597,COSMOS,$10 ,$21 ,$25 ,$213 ,$221 ,0,20,0,76,12,Others,3,1,55+,0,1,5,4,0.1,2,primary,,,,1,3,2,,
C46598,COSMOS,$10 ,$31 ,$29 ,$225 ,$398 ,0,91,1,356,32,Others,3,2,35-45,0,1,3,42,0.3,4,primary,,3,,7,15,5,,
C46599,ODYSSEY,$10 ,$34 ,$45 ,$180 ,$942 ,0,102,1,93,4,Others,3,4,45-55,0,0,0,32,0.8,3,primary,,,,1,7,6,,
C46600,COSMOS,$10 ,$24 ,$25 ,$715 ,$256 ,0,38,0,89,43,Others,3,1,18-24,1,0,0,29,0.4,4,MBA,,,,4,8,4,,
C46601,COSMOS,$10 ,$22 ,$29 ,$139 ,$727 ,0,10,2,102,5,Others,3,1,45-55,0,1,1,13,0.8,3,MBA,,,,3,7,4,,
C46602,COSMOS,$48 ,$37 ,$35 ,$63 ,$123 ,2,94,1,42,3,Others,3,5,45-55,1,0,1,9,0.9,3,primary,,,,3,5,2,,
C46603,COSMOS,$58 ,$28 ,$93 ,$219 ,$148 ,1,46,4,42,12,Others,3,1,18-24,0,1,1,9,0.5,4,MBA,,,,1,3,2,,
C46604,CENTAUR,$307 ,$20 ,$114 ,$44 ,$160 ,5,3,9,31,1,Others,3,4,45-55,0,1,3,11,0.6,1,primary,2,,,,2,,,
C46605,ODYSSEY,$10 ,$27 ,$91 ,$157 ,$333 ,0,44,4,203,8,Others,3,1,55+,0,1,4,35,0.6,1,professional,,,,,4,4,,
C46606,COSMOS,$10 ,$15 ,$25 ,$89 ,$204 ,0,0,0,48,1,Others,3,3,18-24,1,1,0,45,0.3,4,primary,,,,6,10,4,,
C46607,EBONY,$10 ,$21 ,$25 ,$60 ,$131 ,0,6,0,35,3,Others,3,2,45-55,1,1,0,29,0.7,3,MBA,,,,7,10,3,,
C46608,CENTAUR,$107 ,$39 ,$55 ,$234 ,$264 ,2,44,1,90,15,Others,3,4,55+,1,0,4,43,0.3,4,primary,1,,,,1,,,
C46609,COSMOS,$148 ,$15 ,$73 ,$40 ,$152 ,2,0,2,8,0,Others,3,3,45-55,0,0,3,27,1,3,primary,,,,3,5,2,,
C46610,ODYSSEY,$17 ,$41 ,$98 ,$104 ,$266 ,4,108,5,135,7,Others,3,2,25-35,0,1,4,23,0.9,3,primary,,,,,12,12,,
C46611,CENTAUR,$194 ,$92 ,$78 ,$331 ,$381 ,2,370,9,245,21,Others,3,3,35-45,0,0,4,6,0.5,3,primary,4,,1,,5,,,
C46612,COSMOS,$10 ,$28 ,$25 ,$308 ,$447 ,0,55,0,122,17,Others,3,3,55+,1,1,1,47,0.9,3,primary,,,,10,17,7,,
C46613,COSMOS,$10 ,$15 ,$25 ,$40 ,$126 ,0,2,0,25,0,Others,3,5,25-35,0,0,1,18,1,3,primary,,,,6,10,4,,
C46614,COSMOS,$10 ,$17 ,$25 ,$40 ,$102 ,0,1,0,5,0,Others,3,3,25-35,0,1,3,13,0.3,3,primary,,,,7,16,9,,
C46615,COSMOS,$10 ,$17 ,$25 ,$40 ,$120 ,0,3,0,21,0,Others,3,5,35-45,0,0,5,32,0.4,3,MBA,,,,5,5,,,
C46616,COSMOS,"$1,652 ",$69 ,$748 ,$109 ,$545 ,17,77,21,174,4,Others,3,3,35-45,0,1,4,14,0.9,3,MBA,,,,4,8,4,,
C46617,CENTAUR,$10 ,$32 ,$36 ,$98 ,$495 ,0,39,1,121,4,Others,3,4,45-55,1,0,2,42,0.4,4,MBA,1,,,,1,,,
C46618,ODYSSEY,$10 ,$77 ,$248 ,$161 ,$798 ,2,97,5,99,4,Others,3,4,35-45,1,1,3,45,0.3,3,primary,,2,2,1,11,6,,
C46619,ODYSSEY,$10 ,$15 ,$30 ,$275 ,$130 ,0,0,1,12,9,Others,3,2,18-24,0,1,3,10,0.2,2,MBA,,,,2,9,7,,
C46620,EBONY,$10 ,$16 ,$25 ,$40 ,$126 ,0,4,0,46,1,Others,3,5,25-35,1,0,2,43,0.9,2,MBA,,,,3,5,2,,
C46621,COSMOS,$10 ,$24 ,$25 ,$64 ,$254 ,0,40,0,169,5,Others,3,3,18-24,1,0,1,25,0.4,3,primary,,,,1,3,2,,
C46622,CENTAUR,$492 ,$38 ,$281 ,$792 ,$706 ,5,47,2,326,31,Others,3,2,18-24,1,1,0,14,0.1,3,primary,2,,,,2,,,
C46623,CENTAUR,"$4,123 ",$63 ,"$1,910 ","$1,178 ","$18,402 ",46,104,19,601,10,Others,3,3,45-55,0,0,4,42,0.5,3,primary,3,,,,3,,,
C46624,CENTAUR,$264 ,$18 ,$104 ,$78 ,$712 ,5,18,2,154,2,Others,3,3,45-55,1,0,0,3,0.2,3,primary,1,,,,1,,,
C46625,CENTAUR,$10 ,$17 ,$25 ,$59 ,$280 ,0,14,0,83,6,Others,3,4,18-24,1,1,2,39,0.3,3,primary,,,,,,,,
C46626,ODYSSEY,$374 ,$41 ,$134 ,$58 ,$354 ,6,91,4,174,3,Others,3,5,18-24,1,0,5,48,0.5,2,primary,,,,1,5,4,,
C46627,CENTAUR,"$1,172 ",$42 ,$98 ,$578 ,$328 ,12,71,5,67,28,Others,3,3,45-55,1,0,1,11,0.2,2,MBA,,,,,,,,
C46628,CENTAUR,$62 ,$70 ,$129 ,$533 ,$364 ,1,199,8,171,19,Others,3,2,55+,1,0,3,8,0.7,2,primary,4,,1,1,6,,,
C46629,COSMOS,$10 ,$26 ,$25 ,$277 ,$216 ,0,16,0,86,9,Others,3,2,35-45,0,0,3,12,0.2,2,primary,,,,,3,3,,
C46630,CENTAUR,$86 ,$85 ,$356 ,$78 ,$342 ,16,237,15,598,3,Others,3,1,45-55,1,0,1,20,0.9,4,primary,6,,,1,7,,,
C46631,COSMOS,$10 ,$15 ,$25 ,$178 ,$145 ,0,0,0,65,10,Others,3,4,45-55,1,0,3,28,0.9,2,primary,,,,1,4,3,,
C46632,COSMOS,$10 ,$50 ,$26 ,$152 ,$381 ,0,178,1,225,10,Others,3,4,18-24,1,1,1,11,0.6,1,primary,,,,1,3,2,,
C46633,COSMOS,$10 ,$24 ,$25 ,$112 ,$705 ,0,26,0,372,2,Others,3,1,35-45,1,0,3,6,0.9,1,MBA,25,,,20,47,27,,
C46634,ODYSSEY,$25 ,$58 ,$146 ,$361 ,$256 ,5,185,9,164,41,Others,3,2,25-35,0,0,2,48,0.3,3,primary,,,,,1,1,,
C46635,CENTAUR,$57 ,$33 ,$73 ,$128 ,$394 ,1,26,2,90,9,Others,3,3,25-35,0,0,2,22,0.4,4,primary,,,,,,,,
C46636,CENTAUR,$183 ,$47 ,$44 ,$317 ,$310 ,7,126,3,196,29,Others,3,2,45-55,0,0,1,12,0.1,3,primary,2,,,,2,,,
C46637,COSMOS,$10 ,$31 ,$44 ,$188 ,$336 ,0,55,1,161,3,Others,3,2,18-24,0,0,2,31,0.9,4,primary,,,,15,25,10,,
C46638,CENTAUR,$199 ,$30 ,$41 ,$287 ,$566 ,10,25,2,124,22,Others,3,5,35-45,0,0,5,26,0.2,3,primary,2,,,,2,,,
C46639,EBONY,$121 ,$17 ,$110 ,$61 ,$205 ,4,2,4,40,1,Others,3,2,25-35,1,0,3,44,0.4,4,primary,2,,,18,39,19,,
C46640,ODYSSEY,$165 ,$95 ,$105 ,$388 ,$516 ,11,346,7,284,35,Others,3,5,55+,0,0,3,17,0.4,3,primary,2,,,2,7,3,,
C46641,TOKUGAWA,$677 ,$31 ,$84 ,$56 ,$535 ,11,37,3,327,1,Others,3,4,18-24,1,1,4,48,0.5,3,primary,16,,4,,20,,,
C46642,EBONY,$260 ,$185 ,$211 ,$643 ,$640 ,6,350,5,263,9,Others,3,2,35-45,0,1,3,13,0.9,2,primary,3,,1,,4,,,
C46643,CENTAUR,$458 ,$34 ,$504 ,$396 ,$391 ,16,29,16,142,14,Others,3,3,35-45,0,0,1,10,0.7,4,primary,9,,,,9,,,
C46644,COSMOS,$14 ,$15 ,$169 ,$48 ,$106 ,1,0,2,10,1,Others,3,4,45-55,1,1,1,44,0.3,3,primary,,,,1,3,2,,
C46645,ODYSSEY,$15 ,$15 ,$25 ,$66 ,$246 ,1,1,0,43,2,Others,3,4,45-55,0,0,3,32,0.1,5,primary,,,,,,,,
C46646,CENTAUR,$408 ,$25 ,$128 ,$40 ,$582 ,2,16,11,52,0,Others,3,3,35-45,1,1,2,45,1,3,primary,,,,,,,,
C46647,ODYSSEY,$10 ,$18 ,$155 ,$69 ,$243 ,0,4,4,73,3,Others,3,3,25-35,0,1,1,32,0.4,2,primary,1,,,1,4,2,,
C46648,COSMOS,$10 ,$17 ,$25 ,$55 ,$118 ,0,13,0,16,1,Others,3,3,35-45,1,1,3,18,0.8,1,primary,2,,,7,12,3,,
C46649,EBONY,$10 ,$16 ,$25 ,$50 ,$134 ,0,1,0,18,1,Others,3,2,25-35,1,1,2,44,0.4,1,primary,,,,3,9,6,,
C46650,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,5,25-35,1,0,1,48,0.5,3,primary,2,,,1,5,2,,
C46651,CENTAUR,$767 ,$76 ,$267 ,$183 ,$702 ,28,108,8,214,6,Others,3,2,35-45,1,1,3,40,0.7,3,MBA,11,,3,,19,5,,
C46652,CENTAUR,"$22,437 ",$17 ,$43 ,$110 ,"$1,519 ",399,9,2,34,2,Others,3,3,45-55,0,1,3,32,0.1,3,primary,10,,,1,13,2,,
C46653,ODYSSEY,$10 ,$15 ,$25 ,$48 ,$114 ,0,0,0,7,1,Others,3,3,35-45,0,1,4,38,0.5,3,primary,2,,,2,8,4,,
C46654,CENTAUR,"$2,181 ",$52 ,$386 ,$292 ,"$1,074 ",14,49,13,296,6,Others,3,2,25-35,0,0,3,25,0.4,3,primary,5,,,,5,,,
C46655,ODYSSEY,$10 ,$56 ,$25 ,$58 ,$335 ,0,81,0,107,2,Others,3,5,18-24,1,1,4,18,0.7,4,primary,,,,,12,12,,
C46656,CENTAUR,$11 ,$57 ,$79 ,$169 ,$497 ,1,77,5,282,5,Others,3,2,18-24,0,1,5,13,0.5,3,primary,1,,,,1,,,
C46657,TOKUGAWA,$99 ,$51 ,$66 ,$42 ,$408 ,3,77,4,151,1,Others,3,1,25-35,0,1,4,6,0.6,2,MBA,8,,,4,24,12,,
C46658,COSMOS,$61 ,$23 ,$25 ,$40 ,$189 ,2,4,0,35,0,Others,3,4,45-55,1,1,4,43,0.4,2,primary,,,,15,19,4,,
C46659,ODYSSEY,$10 ,$44 ,$147 ,$71 ,$347 ,0,63,4,151,2,Others,3,3,25-35,1,1,5,46,0.8,1,MBA,,,,,2,2,,
C46660,COSMOS,$10 ,$15 ,$25 ,$40 ,$109 ,0,1,0,6,0,Others,3,1,45-55,1,1,3,11,1,3,primary,,,,1,3,2,,
C46661,CENTAUR,$130 ,$23 ,$97 ,$386 ,$851 ,1,4,2,192,1,Others,3,2,35-45,1,1,4,30,0.4,5,primary,,,,,,,,
C46662,ODYSSEY,$599 ,$41 ,$25 ,$185 ,$496 ,3,91,0,409,6,Others,3,4,45-55,0,0,4,41,0.6,4,primary,,,,,2,2,,
C46663,CENTAUR,"$3,573 ",$21 ,$252 ,$51 ,$425 ,19,7,3,70,1,Others,3,2,25-35,0,1,1,47,0.9,3,MBA,2,4,,,6,,,
C46664,ODYSSEY,$17 ,$27 ,$96 ,$40 ,$206 ,1,25,7,71,0,Others,3,1,45-55,0,1,4,32,0.2,3,primary,,,,14,36,22,,
C46665,CENTAUR,$846 ,$19 ,$25 ,$148 ,$364 ,17,9,0,168,7,Others,3,4,35-45,0,1,4,30,0.3,2,primary,1,,,,1,,,
C46666,EBONY,$10 ,$15 ,$75 ,$50 ,$107 ,0,1,2,8,1,Others,3,3,25-35,1,0,1,34,0.4,2,MBA,,,,4,9,5,,
C46667,CENTAUR,$259 ,$24 ,$66 ,$120 ,$287 ,3,12,4,77,8,Others,3,3,35-45,0,1,1,29,0.8,3,primary,,,,,,,,
C46668,CENTAUR,$361 ,$15 ,$125 ,$53 ,$147 ,2,0,3,27,1,Others,3,3,55+,0,1,2,14,0.2,2,primary,2,,,,2,,,
C46669,COSMOS,$10 ,$15 ,$25 ,$64 ,$234 ,0,0,0,14,3,Others,3,5,18-24,0,1,1,39,0.1,3,primary,,,,1,3,2,,
C46670,COSMOS,$577 ,$49 ,$57 ,$434 ,$476 ,13,168,2,295,39,Others,3,5,25-35,1,0,0,37,0.3,4,primary,,9,,15,37,13,,
C46671,EBONY,$10 ,$15 ,$25 ,$40 ,$210 ,0,0,0,44,0,Others,3,2,25-35,0,1,4,11,0.6,2,primary,,,,4,13,9,,
C46672,COSMOS,$26 ,$21 ,$79 ,$40 ,$221 ,2,14,3,74,0,Others,3,3,45-55,1,1,3,24,0.9,1,primary,4,,,7,16,5,,
C46673,CENTAUR,$71 ,$36 ,$303 ,$61 ,$207 ,2,11,15,43,1,Others,3,1,25-35,0,0,2,36,0.8,4,primary,1,,,,1,,,
C46674,COSMOS,$931 ,$34 ,$354 ,$40 ,$183 ,13,23,16,46,0,Others,3,3,25-35,1,1,3,35,0.5,2,primary,,,,,,,,
C46675,COSMOS,$10 ,$15 ,$25 ,$54 ,$119 ,0,0,0,3,1,Others,3,1,45-55,0,1,5,26,0.4,5,primary,,,,2,7,5,,
C46676,CENTAUR,$404 ,$650 ,"$2,950 ",$47 ,$273 ,3,96,14,99,1,Others,3,4,45-55,0,0,0,39,0.4,3,primary,2,,,1,4,1,,
C46677,ODYSSEY,$50 ,$58 ,$276 ,$91 ,$258 ,1,52,3,131,6,Others,3,1,25-35,1,1,2,32,0.8,4,primary,,,,,12,12,,
C46678,CENTAUR,$67 ,$21 ,$37 ,$588 ,$210 ,1,47,2,52,39,Others,3,2,35-45,0,0,3,45,0.2,4,MBA,4,,,,4,,,
